index,gen
194,blaCTX-M-15
194,blaLAP-2
194,blaNDM-1
194,blaOXA-1
194,blaOXA-9
194,blaTEM-1
194,ble
194,dfrA12
194,floR2
194,fosA
194,mph(E)
194,msr(E)
194,oqxA
194,oqxB
194,qnrS1
194,rmtB4
194,sul1
194,tet(G)
195,blaACT-17
195,catA
195,fosA
195,oqxB
195,tet(B)
196,blaACT-17
196,catA
196,fosA
196,oqxB
196,tet(B)
197,blaACT-17
197,catA
197,fosA
197,oqxB
197,tet(B)
198,aac(3)-IIg
198,aac(6')-IIc
198,aac(6')-Ib3
198,aac(6')-Il
198,aadA1
198,aadA2
198,ant(2'')-Ia
198,aph(3'')-Ib
198,aph(6)-Id
198,arr
198,blaACT-40
198,blaSHV-12
198,blaSHV-30
198,blaTEM-1
198,blaVIM-1
198,catA2
198,catA
198,dfrA12
198,dfrA19
198,dfrA1
198,fosA
198,mcr-9.1
198,mph(A)
198,oqxB
198,qnrA1
198,qnrB2
198,sul1
198,sul2
198,tet(D)
199,aac(3)-Ib
199,aph(3')-Ia
199,blaACT-24
199,blaKPC-4
199,blaLAP-2
199,blaTEM-1
199,catA
199,dfrA14
199,fosA
199,oqxB
199,qnrS1
199,sul1
200,aac(3)-Ib
200,aph(3')-Ia
200,blaACT-24
200,blaKPC-4
200,blaLAP-2
200,blaTEM-1
200,catA
200,dfrA14
200,fosA
200,oqxB
200,qnrS1
200,sul1
201,aac(3)-Ib
201,aph(3')-Ia
201,blaACT-24
201,blaKPC-4
201,blaLAP-2
201,blaTEM-1
201,catA
201,dfrA14
201,dfrA15
201,fosA
201,oqxB
201,qnrS1
201,sul1
202,aac(3)-Ib
202,aph(3')-Ia
202,blaACT-24
202,blaKPC-4
202,blaLAP-2
202,blaTEM-1
202,catA
202,dfrA14
202,dfrA15
202,fosA
202,oqxB
202,qnrS1
202,sul1
203,aac(3)-Ib
203,aph(3')-Ia
203,blaACT-24
203,blaKPC-4
203,blaLAP-2
203,blaTEM-1
203,catA
203,dfrA14
203,dfrA15
203,fosA
203,oqxB
203,qnrS1
203,sul1
204,aac(6')-Ib'
204,aac(6')-Ib
204,aadA1
204,aph(3'')-Ib
204,aph(3')-Ia
204,aph(6)-Id
204,blaACT-45
204,blaKPC-3
204,blaOXA-9
204,blaTEM-1
204,catA
204,dfrA14
204,fosA
204,oqxB
204,sul2
205,aac(6')-Ib'
205,aadA1
205,blaACT-17
205,blaKPC-2
205,blaOXA-9
205,blaTEM-1
205,catA
205,dfrA14
205,fosA
205,oqxB
206,aac(6')-Ib'
206,aadA1
206,blaACT-17
206,blaKPC-2
206,blaOXA-9
206,blaTEM-1
206,catA
206,dfrA14
206,fosA
206,oqxB
207,aac(3)-IIa
207,aac(6')-Ib-cr5
207,aadA1
207,aph(3'')-Ib
207,aph(6)-Id
207,blaACT-46
207,blaCTX-M-15
207,blaKPC-2
207,blaOXA-1
207,blaTEM-1
207,catA1
207,dfrA14
207,fosA
207,oqxA
207,oqxB
207,qnrB1
207,sul2
207,tet(A)
208,aac(3)-IIe
208,aac(6')-Ib-cr5
208,aadA1
208,aph(3'')-Ib
208,aph(6)-Id
208,blaACT-46
208,blaCTX-M-15
208,blaKPC-2
208,blaOXA-1
208,blaTEM-1
208,catA1
208,dfrA14
208,fosA
208,oqxA
208,oqxB
208,qnrB1
208,sul2
208,tet(A)
209,blaACT-24
209,blaLAP-2
209,catA
209,dfrA15
209,fosA
209,oqxB
209,qnrS1
209,sul1
210,aac(3)-Ib
210,aph(3')-Ia
210,blaACT-24
210,blaKPC-4
210,blaLAP-2
210,blaTEM-1
210,catA
210,dfrA14
210,dfrA15
210,fosA
210,oqxB
210,qnrS1
210,sul1
211,aac(3)-IIg
211,aac(6')-IIc
211,aph(3'')-Ib
211,aph(3')-Ia
211,aph(6)-Id
211,arr
211,blaACT-16
211,blaKPC-3
211,blaTEM-1
211,catA2
211,catA
211,dfrA19
211,fosA
211,mcr-9.1
211,oqxB
211,qnrB2
211,sul1
211,sul2
212,aac(6')-Ib'
212,aadA1
212,blaACT-66
212,blaKPC-3
212,blaOXA-9
212,blaTEM-1
212,catA
212,fosA
212,oqxB
213,blaACT-66
213,catA
213,fosA
213,oqxB
214,farB
214,mtrA
214,mtrC
214,mtrR
214,norM
215,farB
215,mtrA
215,mtrC
215,mtrR
215,norM
216,mtrA
216,mtrC
216,norM
217,farB
217,mtrA
217,mtrC
217,norM
218,farB
218,mtrA
218,mtrC
218,norM
219,farB
219,mtrA
219,mtrC
219,norM
220,farB
220,mtrA
220,mtrC
220,norM
221,farB
221,mtrA
221,mtrC
221,norM
222,blaTEM-1
222,farB
222,mtrA
222,mtrC
222,mtrR
222,norM
223,blaTEM-135
223,farB
223,mtrA
223,mtrC
223,norM
223,tet(M)
224,farB
224,mtrA
224,mtrC
224,norM
225,almG
225,qnrVC
226,almG
226,blaPSE
226,catB9
226,qnrVC
227,blaACT
227,catA
227,fosA
227,oqxB
228,blaACT
228,catA
228,fosA
228,oqxB
229,blaACT-28
229,catA
229,fosA
229,mcr-10.1
229,oqxB
230,blaACT-28
230,catA
230,fosA
230,oqxB
231,aph(3'')-Ib
231,blaACT-16
231,catA
231,dfrA22
231,fosA
231,oqxB
231,sul1
231,tet(D)
232,aph(3'')-Ib
232,blaACT-16
232,catA
232,dfrA22
232,fosA
232,oqxB
232,sul1
232,tet(D)
233,aac(6')-Ib'
233,aadA1
233,blaACT-17
233,blaKPC-2
233,blaOXA-9
233,blaTEM-1
233,catA
233,oqxB
234,aac(6')-Ib-cr5
234,aadA16
234,arr-3
234,blaACT-16
234,catA
234,dfrA27
234,floR
234,fosA
234,oqxB
234,qnrB6
234,sul1
234,tet(D)
235,aac(6')-Ib-cr5
235,aac(6')-Ib4
235,aadA1
235,aadA2
235,ant(2'')-Ia
235,arr-3
235,blaACT
235,blaCTX-M-9
235,blaOXA-1
235,blaVIM-1
235,catB3
235,dfrB1
235,fosA
235,mcr-9.1
235,oqxA
235,oqxB
235,qnrA1
235,sul1
236,aac(3)-IIe
236,aac(6')-Ib-cr5
236,aadA1
236,aph(3'')-Ib
236,aph(6)-Id
236,blaACT
236,blaCTX-M-15
236,blaOXA-1
236,blaTEM-1
236,catA1
236,dfrA14
236,mcr-9.1
236,oqxA
236,oqxB
236,qnrB1
236,sul2
236,tet(A)
237,aac(3)-IIg
237,aac(6')-IIc
237,aac(6')-Ib-cr5
237,arr-3
237,arr
237,blaACT-17
237,blaDHA-1
237,blaOXA-1
237,blaSHV-12
237,catA2
237,catB3
237,fosA
237,mcr-9.1
237,oqxA
237,oqxB
237,qnrB4
237,sul1
238,aac(3)-IIg
238,aac(6')-IIc
238,aac(6')-Ib3
238,aph(3'')-Ib
238,aph(6)-Id
238,arr
238,blaACT
238,blaTEM-1
238,catA2
238,dfrA19
238,fosA
238,mcr-9.1
238,oqxA
238,oqxB
238,qnrA1
238,sul1
238,tet(D)
239,aac(3)-VIa
239,aac(6')-Ib-cr5
239,aadA1
239,aph(3')-Ia
239,arr-3
239,blaACT-24
239,blaKPC-4
239,blaLAP-2
239,blaOXA-1
239,blaTEM-1
239,catA
239,catB3
239,dfrA15
239,fosA
239,mph(A)
239,oqxB
239,qnrS1
239,sul1
240,aph(3'')-Ib
240,aph(6)-Id
240,blaACT-17
240,blaTEM-1
240,catA
240,dfrA14
240,fosA
240,oqxB
240,sul2
241,blaACT-23
241,blaFOX-5
241,blaKPC-3
241,fosA
241,oqxA
241,oqxB
241,sul1
242,aph(3'')-Ib
242,aph(6)-Id
242,blaACT-17
242,blaTEM-1
242,catA2
242,dfrA14
242,oqxA
242,oqxB
242,sul2
243,aph(3'')-Ib
243,aph(6)-Id
243,blaACT-17
243,blaTEM-1
243,catA2
243,dfrA14
243,oqxA
243,oqxB
243,sul2
244,aac(3)-Ib
244,aph(3')-Ia
244,blaACT-24
244,blaKPC-4
244,blaTEM-1
244,catA
244,dfrA14
244,fosA
244,oqxB
244,sul1
245,aac(3)-Ib
245,aac(6')-Ib-cr5
245,aph(3')-Ia
245,arr-3
245,blaACT-16
245,blaKPC-6
245,blaOXA-1
245,blaTEM-1
245,catA
245,catB3
245,fosA
245,mph(A)
245,oqxB
245,sul1
246,aph(3'')-Ib
246,aph(6)-Id
246,blaACT-17
246,blaKPC-3
246,blaTEM-1
246,dfrA14
246,oqxA
246,oqxB
246,qnrS1
246,sul2
247,blaCMH
247,fosA
247,oqxB
248,blaCMH
248,fosA
248,oqxB
249,aac(6')-Ib-cr5
249,aph(3')-Ia
249,arr-3
249,blaACT-24
249,blaKPC-4
249,blaLAP-2
249,blaOXA-1
249,blaTEM-1
249,catA
249,catB3
249,dfrA15
249,fosA
249,oqxB
249,qnrS1
249,sul1
250,aac(6')-Ib-cr5
250,aph(3'')-Ib
250,aph(3')-VIa
250,aph(6)-Id
250,blaACT-16
250,blaCTX-M-15
250,blaNDM-1
250,blaOXA-1
250,blaTEM
250,ble
250,dfrA14
250,floR
250,fosA
250,oqxA
250,oqxB
250,qnrB1
250,rmtC
250,sul1
250,sul2
250,tet(A)
251,blaMIR
251,catA
251,fosA
251,mcr-10.1
251,oqxB
252,blaMIR
252,catA
252,fosA
252,mcr-10.1
252,oqxB
253,aac(3)-Ib
253,aph(3')-Ia
253,blaACT-24
253,blaKPC-4
253,blaLAP-2
253,blaTEM
253,catA
253,dfrA14
253,fosA
253,oqxB
253,qnrS1
253,sul1
254,aac(6')-Ib'
254,aadA1
254,aph(3')-Ia
254,blaACT-45
254,blaKPC-3
254,blaOXA-9
254,blaSHV-7
254,blaTEM-1
254,catA
254,fosA
254,oqxB
255,blaOXA-193
255,blaOXA
256,blaOXA
257,blaOXA-193
257,blaOXA
257,tet(O)
258,blaOXA-193
259,blaOXA-193
260,aph(3')-IIIa
260,blaOXA-489
260,tet(O)
261,aadE-Cc
261,blaOXA-489
261,tet(O)
262,aadE-Cc
262,tet(O)
263,blaOXA-193
263,tet(O)
264,aadE-Cc
264,aph(3')-IIIa
264,blaOXA-193
264,tet(O)
265,blaOXA-193
265,tet(O)
266,blaOXA-193
266,tet(O)
267,blaOXA
268,blaOXA-461
269,blaOXA-193
269,tet(O)
270,blaOXA
270,tet(O)
271,blaOXA-193
271,tet(O)
272,aph(3')-IIIa
272,blaOXA-193
272,tet(O)
273,blaOXA-193
273,tet(O)
274,blaOXA-193
275,blaOXA-193
276,aadE-Cc
276,blaOXA-193
276,tet(O)
277,tet(O)
278,aadE-Cc
278,blaOXA-193
278,tet(O)
279,aad9
279,aph(3')-IIIa
279,blaOXA-489
279,sat4
279,tet(O)
280,blaOXA-578
281,aph(3')-IIIa
281,blaOXA-489
281,tet(O)
282,aadE-Cc
282,aph(3')-IIIa
282,blaOXA-193
282,tet(O)
283,aac(6')-I
283,aac(6')-Ie/aph(2'')-Ia
283,ant(6)-Ia
283,aph(3')-IIIa
283,dfrF
283,dfrG
283,erm(B)
283,msr(C)
283,sat4
283,tet(L)
283,tet(M)
283,vanA
283,vanH-A
283,vanR-A
283,vanS-A
283,vanX-A
283,vanY-A
283,vanZ-A
284,aac(6')-I
284,ant(9)-Ia
284,aph(3')-IIIa
284,dfrF
284,erm(A)
284,erm(B)
284,msr(C)
284,sat4
284,tet(M)
284,vanA
284,vanH-A
284,vanX-A
284,vanY-A
284,vanZ-A
285,aph(3')-IIIa
285,blaOXA-193
285,sat4
286,blaOXA-193
286,tet(O)
287,blaOXA-61
287,blaOXA
287,tet(O)
288,blaOXA-623
289,blaOXA-489
289,tet(O)
290,aph(3')-IIIa
290,blaOXA-489
290,sat4
290,tet(O)
291,aph(3')-VIIa
291,tet(O)
292,blaOXA-193
292,tet(O)
293,aph(3')-IIIa
293,tet(O)
294,tet(O)
295,blaOXA
295,tet(O)
296,aph(3')-IIIa
296,sat4
296,tet(O)
297,blaOXA-184
298,blaOXA-594
300,blaOXA
300,tet(O)
301,blaOXA-460
303,blaOXA-489
303,tet(O)
304,aph(3')-VIIa
304,blaOXA-594
304,blaOXA
304,tet(O)
305,tet(O)
306,blaOXA-460
307,aph(3')-IIIa
307,lnu(C)
307,tet(O)
308,blaOXA-460
309,tet(O)
310,aph(3')-IIIa
310,sat4
310,tet(O)
311,blaOXA-193
313,aph(3')-IIIa
314,blaOXA-594
315,blaOXA-594
317,aph(3')-IIIa
317,blaOXA-184
317,sat4
317,tet(O)
318,aph(3')-IIIa
318,blaOXA-193
318,tet(O)
319,blaOXA-193
319,tet(O)
320,aph(3')-IIIa
320,blaOXA-184
320,sat4
321,aph(3')-IIIa
321,blaOXA
321,sat4
322,blaOXA-184
322,tet(O)
323,aph(3')-VIIa
323,blaOXA
323,tet(O)
324,blaOXA-193
324,tet(O)
325,blaOXA-193
326,blaOXA-193
326,tet(O)
327,blaOXA-193
328,aph(3')-IIIa
328,tet(O)
329,blaOXA-193
329,lnu(C)
329,tet(O)
330,aadE-Cc
330,blaOXA-578
330,tet(O)
331,aadE-Cc
331,aph(3')-IIIa
331,blaOXA
331,tet(O)
332,aph(3')-IIIa
332,tet(O)
333,blaOXA-489
333,tet(O)
334,aph(3')-VIIa
334,blaOXA-489
336,blaOXA-193
337,aadE-Cc
337,blaOXA-193
337,blaOXA
337,tet(O)
338,aadE-Cc
338,blaOXA-193
338,tet(O)
339,aph(3')-IIIa
339,tet(O)
340,aadE-Cc
340,lnu(C)
340,tet(O)
341,blaOXA-193
341,tet(O)
342,blaOXA-193
342,blaOXA
343,aph(3')-IIIa
343,blaOXA-193
343,lnu(C)
343,tet(O)
344,blaOXA
345,aadE-Cc
345,blaOXA-193
345,lnu(C)
345,tet(O)
346,blaOXA-193
347,blaOXA-193
348,blaOXA-193
349,blaOXA-489
350,aph(3')-IIIa
350,blaOXA-489
350,tet(O)
351,aadE-Cc
351,blaOXA-193
352,blaOXA-193
353,aadE-Cc
353,blaOXA-193
353,tet(O)
354,aadE-Cc
354,aph(3')-IIIa
354,blaOXA-193
354,tet(O)
355,blaOXA-193
356,aadE-Cc
356,blaOXA-193
356,tet(O)
357,blaOXA-193
358,aph(3')-IIIa
358,tet(O)
359,aadE-Cc
359,aph(3')-IIIa
359,blaOXA-193
359,tet(O)
360,blaOXA-193
360,tet(O)
361,blaOXA
362,blaOXA-193
363,aadE-Cc
363,blaOXA
363,tet(O)
364,blaOXA-193
364,tet(O)
365,blaOXA
365,tet(O)
367,blaOXA
368,aph(3')-IIIa
368,blaOXA-193
368,tet(O)
369,blaOXA-193
369,tet(O)
370,blaOXA-489
370,tet(O)
371,blaOXA-193
372,blaOXA
372,tet(O)
373,aph(3')-IIIa
373,blaOXA-193
373,tet(O)
374,aph(3')-IIIa
374,blaOXA-193
374,tet(O)
375,aadE-Cc
375,aph(3')-IIIa
375,blaOXA-193
375,tet(O)
376,aph(3')-IIIa
376,blaOXA-193
376,tet(O)
377,aadE-Cc
377,tet(O)
378,blaOXA
378,tet(O)
379,blaOXA-193
379,blaOXA
379,lnu(C)
381,aadE-Cc
381,blaOXA-193
381,tet(O)
382,blaOXA-193
382,tet(O)
383,aadE-Cc
383,blaOXA-193
384,blaOXA-193
384,tet(O)
385,blaOXA-193
385,tet(O)
386,aad9
386,aph(3')-IIIa
386,blaOXA-193
386,sat4
386,tet(O)
387,blaOXA-489
387,tet(O)
388,aph(3')-IIIa
388,blaOXA-489
388,tet(O)
389,aadE-Cc
389,blaOXA-193
389,tet(O)
390,blaOXA-193
391,blaOXA-193
392,aadE-Cc
392,blaOXA-193
392,tet(O)
393,blaOXA-193
393,tet(O)
394,aadE-Cc
394,blaOXA-578
394,tet(O)
395,aph(3')-IIIa
395,blaOXA-193
395,tet(O)
396,aph(3')-IIIa
396,blaOXA-193
396,sat4
396,tet(O)
397,aadE-Cc
397,blaOXA-193
398,aph(3')-IIIa
398,tet(O)
399,blaOXA-460
399,tet(O)
400,blaOXA-193
400,blaOXA
401,blaOXA-193
402,aph(3')-IIIa
402,tet(O)
403,aph(3')-IIIa
403,blaOXA-61
403,tet(O)
404,aph(3')-IIIa
404,blaOXA-193
404,sat4
404,tet(O)
405,tet(O)
406,aph(3')-IIIa
406,blaOXA-184
406,sat4
406,tet(O)
407,aph(3')-IIIa
407,tet(O)
408,aph(3')-IIIa
408,sat4
409,aph(3')-VIIa
409,blaOXA-193
409,tet(O)
410,blaOXA-193
411,blaOXA-603
412,blaOXA-193
413,aph(3')-VIIa
413,blaOXA-594
413,blaOXA
413,tet(O)
414,blaOXA-489
414,blaOXA
416,blaOXA-465
417,aph(3')-VIIa
417,blaOXA-594
417,tet(O)
418,aph(3')-IIIa
418,sat4
418,tet(O)
419,blaOXA-193
421,aadE-Cc
421,blaOXA-193
421,tet(O)
422,aph(3')-IIIa
422,sat4
423,blaOXA-193
423,tet(O)
424,aph(3')-VIIa
424,blaOXA-193
424,tet(O)
425,aph(3')-IIIa
425,blaOXA-184
425,tet(O)
426,aph(3')-VIIa
426,blaOXA-489
426,tet(O)
427,blaOXA-193
427,tet(O)
428,blaOXA-493
429,blaOXA-193
430,blaOXA-61
431,aph(3')-IIIa
431,tet(O)
432,blaOXA-594
433,aph(3')-VIIa
433,blaOXA-594
433,tet(O)
434,aph(3')-IIIa
434,sat4
434,tet(O)
435,aph(3')-IIIa
435,sat4
435,tet(O)
436,blaOXA-184
437,aph(3')-IIIa
437,sat4
437,tet(O)
438,aph(3')-VIIa
439,blaOXA-448
440,aph(3')-VIIa
440,blaOXA-193
441,aadE-Cc
441,blaOXA-578
441,blaOXA
441,tet(O)
442,tet(O)
443,tet(O)
444,blaOXA-184
445,aadE-Cc
445,blaOXA-193
446,aadE-Cc
446,tet(O)
448,blaOXA-489
448,blaOXA
449,tet(O)
450,blaOXA-193
451,blaOXA-193
452,blaOXA-460
453,aph(3')-VIIa
453,blaOXA-489
455,tet(O)
456,blaOXA-184
456,tet(O)
457,aad9
457,aph(3')-IIIa
457,blaOXA-193
457,lnu(C)
457,sat4
457,tet(O)
458,blaOXA-193
458,tet(O)
459,blaOXA-193
459,tet(O)
460,aph(3')-IIIa
460,blaOXA-193
460,tet(O)
461,blaOXA-193
461,tet(O)
462,blaOXA-193
462,tet(O)
463,aadE-Cc
463,blaOXA-193
463,tet(O)
464,aph(3')-IIIa
464,blaOXA-193
464,tet(O)
465,aadE-Cc
465,aph(3')-IIIa
465,blaOXA-193
465,tet(O)
466,blaOXA
467,blaOXA-193
467,tet(O)
468,blaOXA-193
468,tet(O)
469,aadE-Cc
469,blaOXA-193
470,aph(2'')-Ig
470,aph(3')-IIIa
470,sat4
470,tet(O)
471,blaOXA-193
472,aadE-Cc
472,blaOXA-489
473,aph(3')-IIIa
473,blaOXA-578
473,sat4
473,tet(O)
474,blaOXA-193
474,tet(O)
475,aadE-Cc
475,blaOXA-193
475,tet(O)
476,aadE-Cc
476,blaOXA-193
476,tet(O)
477,aph(3')-IIIa
477,blaOXA-193
477,tet(O)
478,aadE-Cc
478,aph(3')-IIIa
478,blaOXA-193
478,tet(O)
479,aadE-Cc
479,blaOXA-489
479,tet(O)
480,blaOXA-461
480,tet(O)
481,blaOXA-193
481,tet(O)
482,aph(3')-IIIa
482,blaOXA-193
482,tet(O)
483,blaOXA-193
484,aph(3')-VIIa
485,blaOXA-460
485,tet(O)
486,aph(3')-IIIa
486,blaOXA-460
486,sat4
487,blaOXA-193
488,blaOXA-193
489,aadE-Cc
489,blaOXA-578
489,tet(O)
490,blaOXA-193
491,tet(O)
492,aph(3')-IIIa
492,sat4
494,blaOXA-448
495,aph(3')-IIIa
495,blaOXA
495,tet(O)
496,aph(3')-VIIa
496,blaOXA-577
496,tet(O)
497,tet(O)
498,aadE
498,aph(3')-IIIa
498,sat4
498,tet(O)
499,blaOXA-489
500,aph(3')-IIIa
500,sat4
500,tet(O)
501,tet(O)
502,aph(3')-VIIa
502,blaOXA-594
502,tet(O)
503,blaOXA-460
503,tet(O)
504,aph(3')-IIIa
504,tet(O)
505,aph(3')-IIIa
505,blaOXA-193
505,tet(O)
506,aph(3')-IIIa
506,blaOXA-193
506,tet(O)
507,aad9
507,aph(3')-IIIa
507,blaOXA-193
507,sat4
507,tet(O)
508,blaOXA-489
509,tet(O)
510,blaOXA-193
511,blaOXA-193
511,tet(O)
512,aadE-Cc
512,blaOXA-578
512,tet(O)
513,blaOXA-489
513,blaOXA
513,lnu(C)
513,tet(O)
514,tet(O)
515,blaOXA
515,tet(O)
516,tet(O)
517,tet(O)
518,blaOXA-193
518,tet(O)
519,aph(3')-IIIa
519,blaOXA-193
519,lnu(C)
519,tet(O)
520,aadE-Cc
520,blaOXA-578
521,tet(O)
522,blaOXA-193
523,blaOXA-489
524,aph(3')-IIIa
524,blaOXA-489
524,tet(O)
525,blaOXA-193
525,lnu(C)
525,tet(O)
526,blaOXA-193
526,tet(O)
527,blaOXA-489
528,blaOXA
529,blaOXA-489
529,tet(O)
530,aph(3')-IIIa
530,blaOXA-578
530,tet(O)
531,blaOXA-193
532,aadE-Cc
532,aph(3')-IIIa
532,tet(O)
533,aph(3')-IIIa
533,tet(O)
534,aph(3')-IIIa
534,tet(O)
535,blaOXA-193
535,lnu(C)
535,tet(O)
536,blaOXA-193
536,tet(O)
537,aph(3')-IIIa
537,blaOXA-193
537,lnu(C)
537,tet(O)
538,blaOXA-193
538,tet(O)
539,aadE-Cc
539,blaOXA-193
539,tet(O)
540,blaOXA
540,lnu(C)
540,tet(O)
541,tet(O)
542,blaOXA-450
543,blaOXA-193
544,blaOXA-193
544,blaOXA
544,tet(O)
545,aadE
545,aph(3')-IIIa
545,blaOXA
545,sat4
545,tet(O)
546,aadE-Cc
546,blaOXA-578
547,aadE-Cc
547,blaOXA-489
547,tet(O)
548,aadE-Cc
548,tet(O)
549,blaOXA-193
550,aph(3')-IIIa
550,blaOXA-578
550,tet(O)
551,aph(3')-IIIa
551,blaOXA-193
551,tet(O)
552,blaOXA-193
552,tet(O)
553,blaOXA-489
553,lnu(C)
553,tet(O)
554,blaOXA-193
555,blaOXA-193
556,aph(3')-IIIa
556,blaOXA-489
556,tet(O)
557,aph(3')-IIIa
557,blaOXA-193
557,sat4
557,tet(O)
558,blaOXA-193
558,tet(O)
559,blaOXA-193
559,tet(O)
560,aadE-Cc
560,blaOXA-489
560,tet(O)
561,aadE-Cc
561,blaOXA-489
561,tet(O)
563,aadE-Cc
563,blaOXA-193
563,tet(O)
564,aadE-Cc
564,blaOXA-193
564,lnu(C)
564,tet(O)
565,blaOXA-594
565,blaOXA
565,tet(O)
566,blaOXA-623
566,blaOXA
568,aph(3')-VIIa
568,blaOXA-61
569,blaOXA-193
570,aph(3')-VIIa
570,blaOXA
570,tet(O)
571,aph(3')-IIIa
571,blaOXA-461
571,tet(O)
572,aadE-Cc
572,blaOXA-193
572,tet(O)
573,blaOXA-193
574,blaOXA-61
575,blaOXA-193
576,tet(O)
577,blaOXA-193
578,blaOXA
579,blaOXA-193
579,tet(O/M/O)
580,blaOXA-193
580,tet(O)
581,blaOXA-591
582,blaOXA-193
583,blaOXA-631
584,blaOXA-461
585,blaOXA-193
585,tet(O/M/O)
586,blaOXA-452
587,blaOXA-61
588,blaOXA-451
589,blaOXA-61
590,blaOXA-193
590,tet(O)
591,blaOXA
594,blaOXA-591
594,tet(O)
595,blaOXA-193
595,tet(O)
596,aadE
596,aph(3')-IIIa
596,blaOXA
596,sat4
596,tet(O)
597,aadE
597,aph(3')-IIIa
597,blaOXA
597,catA13
597,erm(B)
597,tet(O)
598,blaOXA-193
598,blaOXA
600,blaOXA-449
602,blaOXA-624
603,blaOXA-447
603,tet(O)
604,blaOXA-193
605,aph(2'')-If
605,aph(3')-IIIa
605,blaOXA-594
605,tet(O)
606,aph(2'')-If
606,blaOXA-193
606,tet(O)
607,aph(3')-IIIa
607,sat4
608,aph(3')-IIIa
608,sat4
610,aadE-Cc
610,tet(O)
611,aph(3')-IIIa
611,tet(O)
612,aph(3')-IIIa
612,blaOXA-460
612,sat4
614,aph(3')-IIIa
614,tet(O)
615,aph(3')-IIIa
615,blaOXA-460
615,blaOXA
615,sat4
616,blaOXA-193
616,tet(O)
617,tet(O)
618,blaOXA-623
620,blaOXA-594
620,tet(O)
622,aph(3')-IIIa
622,blaOXA-193
622,tet(O)
623,aph(2'')-If
623,blaOXA-594
623,blaOXA
623,tet(O)
624,aadE-Cc
624,blaOXA-193
624,tet(O)
625,aad9
625,aph(3')-IIIa
625,blaOXA-193
625,sat4
625,tet(O)
626,blaOXA
627,aph(3')-IIIa
627,blaOXA-460
627,sat4
628,blaOXA-460
630,aph(3')-IIIa
630,sat4
631,aph(3')-IIIa
631,sat4
631,tet(O)
632,tet(O)
633,blaOXA-193
633,tet(O)
634,blaOXA-466
635,tet(O)
636,blaOXA
637,aph(3')-VIIa
637,blaOXA-594
637,tet(O)
638,aph(3')-IIIa
638,tet(O)
639,aph(3')-VIIa
639,blaOXA-489
641,aph(2'')-If
641,blaOXA-193
641,tet(O)
642,blaOXA-184
643,aph(3')-VIIa
643,blaOXA-489
643,blaOXA
643,tet(O)
644,aph(3')-IIIa
644,aph(3')-VIIa
644,tet(O)
645,blaOXA
646,blaOXA-577
647,aph(3')-IIIa
647,sat4
647,tet(O)
648,aph(3')-IIIa
648,sat4
648,tet(O)
649,blaOXA-460
651,aph(3')-IIIa
651,tet(O)
653,aph(2'')-If
653,blaOXA-193
653,tet(O)
654,tet(O)
655,blaOXA-193
657,blaOXA-193
658,blaOXA-460
658,blaOXA
659,tet(O)
660,blaOXA-193
660,tet(O)
661,aph(3')-IIIa
661,tet(O)
662,blaOXA-184
662,tet(O)
665,blaOXA
666,aph(2'')-If
666,aph(3')-IIIa
666,blaOXA-193
666,tet(O)
667,blaOXA
668,blaOXA-594
669,blaOXA
670,aac(6')-Ib4
670,aadA6
670,aph(3')-IIb
670,aph(3')-XV
670,blaGES-5
670,blaOXA-488
670,blaPDC-35
670,catB7
670,floR2
670,fosA
670,mexA
670,mexE
670,mexX
670,tet(G)
671,aac(6')-Ib4
671,aadA6
671,aph(3')-IIb
671,aph(3')-XV
671,blaGES-1
671,blaOXA-488
671,blaPDC-35
671,catB7
671,floR2
671,fosA
671,mexA
671,mexE
671,mexX
671,tet(G)
672,aac(6')-Ib4
672,aacA37
672,aadA6
672,aph(3')-IIb
672,blaIMP-26
672,blaIMP
672,blaOXA-488
672,blaPDC-35
672,catB3
672,catB7
672,crpP
672,dfrA1
672,fosA
672,mexA
672,mexE
672,mexX
672,sul1
673,aac(6')
673,aadA1
673,aadA6
673,aph(3')-IIb
673,blaOXA-2
673,blaOXA-488
673,blaPDC-35
673,catB7
673,fosA
673,mexA
673,mexE
673,mexX
673,sul1
674,aadA1
674,aadA6
674,aph(3')-IIb
674,blaOXA-2
674,blaOXA-488
674,blaOXA
674,blaPDC-35
674,catB7
674,fosA
674,mexA
674,mexE
674,sul1
675,aph(3')-IIb
675,blaOXA-488
675,blaPDC-16
675,catB7
675,fosA
675,mexA
675,mexE
675,mexX
676,aac(6')-Ib4
676,aph(3')-IIb
676,aph(3')-Ia
676,armA
676,arr-2
676,blaIMP-45
676,blaOXA-1
676,blaOXA-395
676,blaPDC-16
676,catB3
676,catB7
676,dfrA47
676,fosA
676,mexA
676,mexE
676,mexX
676,mph(E)
676,msr(E)
676,qnrVC1
676,sul1
676,tmexC
676,tmexD3
676,toprJ1
677,aac(6')-Ib4
677,aph(3')-IIb
677,aph(3')-Ia
677,armA
677,arr-2
677,blaIMP-45
677,blaOXA-1
677,blaOXA-395
677,blaPDC-16
677,catB3
677,catB7
677,dfrA47
677,fosA
677,mexA
677,mexE
677,mexX
677,mph(E)
677,msr(E)
677,qnrVC1
677,sul1
677,tmexC
677,tmexD3
677,toprJ1
678,aph(3')-IIb
678,blaOXA-486
678,blaPDC-3
678,catB7
678,fosA
678,mexA
678,mexE
