index,#Organism group,Strain
14827,Salmonella enterica,WAPHL-SAL-A00333
14828,Salmonella enterica,WAPHL-SAL-A00383
14829,Salmonella enterica,FL-NRM045
14830,Salmonella enterica,FL-NRM041
14831,Salmonella enterica,FL-NRM069
14832,Salmonella enterica,FL-NRM072
14833,Salmonella enterica,FL-NRM074
14834,Salmonella enterica,FL-NRM067
14835,Salmonella enterica,FL-NRM076
14836,Salmonella enterica,FL-NRM068
14837,Salmonella enterica,FL-NRM075
14838,Salmonella enterica,FL-NRM090
14839,Salmonella enterica,WAPHL-SAL-A00407
14840,Salmonella enterica,WAPHL-SAL-A00409
14841,Salmonella enterica,WAPHL_SAL-A00455
14842,Salmonella enterica,WAPHL_SAL-A00456
14843,Salmonella enterica,WAPHL_SAL-A00457
14844,Salmonella enterica,WAPHL_SAL-A00458
14845,Salmonella enterica,WAPHL_SAL-A00460
14846,Salmonella enterica,NY-29460
14847,Salmonella enterica,NY-29762
14848,Salmonella enterica,AZ-TG74464
14849,Salmonella enterica,AZ-TG74676
14850,Salmonella enterica,AZ-TG74680
14851,Salmonella enterica,WAPHL_SAL-A00439
14852,Salmonella enterica,WAPHL_SAL-A00441
14853,Salmonella enterica,WAPHL_SAL-A00444
14854,Salmonella enterica,WAPHL_SAL-A00436
14855,Salmonella enterica,WAPHL_SAL-A00437
14856,Salmonella enterica,WAPHL_SAL-A00445
14857,Salmonella enterica,WAPHL_SAL-A00446
14858,Salmonella enterica,NY-29763
14859,Salmonella enterica,NY-29764
14860,Salmonella enterica,NY-29767
14861,Salmonella enterica,WAPHL_SAL-A00514
14862,Salmonella enterica,AZ-TG74608
14863,Salmonella enterica,AZ-TG74940
14864,Salmonella enterica,AZ-TG75004
14865,Salmonella enterica,AZ-TG74872
14866,Salmonella enterica,WAPHL_SAL-A00605
14867,Salmonella enterica,NY-30032
14868,Salmonella enterica,NY-30488
14869,Salmonella enterica,AZ-TG74452
14870,Salmonella enterica,AZ-TG74544
14871,Salmonella enterica,NY-32104
14872,Salmonella enterica,NY-32105
14873,Salmonella enterica,NY-32103
14874,Salmonella enterica,WAPHL_SAL-A00690
14875,Salmonella enterica,NY-N11224
14876,Salmonella enterica,NY-N11227
14877,Salmonella enterica,NY-N13137
14878,Salmonella enterica,NY-N13126
14879,Salmonella enterica,AZ-TG74992
14880,Salmonella enterica,FL-NRM235
14881,Salmonella enterica,NY-N13196
14882,Salmonella enterica,NY-N14202
14883,Salmonella enterica,NY-N14203
14884,Salmonella enterica,NY-N14219
14885,Salmonella enterica,NY-N14213
14886,Salmonella enterica,WAPHL_SAL-A00790
14887,Salmonella enterica,FL-NRM101
14888,Salmonella enterica,FL-NRM117
14889,Salmonella enterica,FL-NRM103
14890,Salmonella enterica,FL-NRM130
14891,Salmonella enterica,FL-NRM139
14892,Salmonella enterica,FL-NRM149
14893,Salmonella enterica,FL-NRM165
14894,Salmonella enterica,FL-NRM204
14895,Salmonella enterica,FL-NRM218
14896,Salmonella enterica,FL-NRM227
14897,Salmonella enterica,FL-NRM234
14898,Salmonella enterica,FL-NRM288
14899,Salmonella enterica,WAPHL_SAL-A00803
14900,Salmonella enterica,WAPHL_SAL-A00808
14901,Salmonella enterica,WAPHL_SAL-A00820
14902,Salmonella enterica,WAPHL_SAL-A00829
14903,Salmonella enterica,6
14904,Salmonella enterica,CVM N43452
14905,Salmonella enterica,CVM N43473
14906,Salmonella enterica,CVM N44696
14907,Salmonella enterica,CVM N44701
14908,Salmonella enterica,CVM N45958
14909,Salmonella enterica,CVM N46811
14910,Salmonella enterica,CVM N46818
14911,Salmonella enterica,CVM N47717
14912,Salmonella enterica,CVM N48704
14913,Salmonella enterica,CVM N50428
14914,Salmonella enterica,CVM N50440
14915,Salmonella enterica,CVM N50449
14916,Salmonella enterica,CVM N51248
14917,Salmonella enterica,CVM N51282
14918,Salmonella enterica,CVM N51285
14919,Salmonella enterica,CVM N51286
14920,Salmonella enterica,CVM N51297
14921,Salmonella enterica,CVM N44702
14922,Salmonella enterica,WAPHL_SAL-A00872
14923,Salmonella enterica,WAPHL_SAL-A00877
14924,Salmonella enterica,WAPHL_SAL-A00874
14925,Salmonella enterica,WAPHL_SAL-A00875
14926,Salmonella enterica,WAPHL_SAL-A00876
14927,Salmonella enterica,WAPHL_SAL-A00878
14928,Salmonella enterica,WAPHL_SAL-A00879
14929,Salmonella enterica,WAPHL_SAL-A00870
14930,Salmonella enterica,WAPHL_SAL-A00871
14931,Salmonella enterica,CVM-N15747
14932,Salmonella enterica,CVM-N15748
14933,Salmonella enterica,CVM-N15765
14934,Salmonella enterica,CVM-N15798
14935,Salmonella enterica,CVM-N15791
14936,Salmonella enterica,CVM-N15803
14937,Salmonella enterica,CVM N52006
14938,Salmonella enterica,CVM N52028
14939,Salmonella enterica,CVM N52031
14940,Salmonella enterica,CVM N52046
14941,Salmonella enterica,CVM N53015
14942,Salmonella enterica,CVM N53016
14943,Salmonella enterica,CVM N53038
14944,Salmonella enterica,CVM N53056
14945,Salmonella enterica,CVM N53080
14946,Salmonella enterica,CVM N54255
14947,Salmonella enterica,CVM N54257
14948,Salmonella enterica,CVM N54258
14949,Salmonella enterica,CVM N54269
14950,Salmonella enterica,CVM N54287
14951,Salmonella enterica,CVM N54288
14952,Salmonella enterica,CVM N54715
14953,Salmonella enterica,CVM N54740
14954,Salmonella enterica,CVM N54746
14955,Salmonella enterica,CVM N55378
14956,Salmonella enterica,CVM N55379
14957,Salmonella enterica,CVM N55382
14958,Salmonella enterica,CVM N55397
14959,Salmonella enterica,VA-WGS-00567
14960,Salmonella enterica,CVM-N16402
14961,Salmonella enterica,CVM-N15836
14962,Salmonella enterica,VA-WGS-00588
14963,Salmonella enterica,VA-WGS-00558
14964,Salmonella enterica,CVM-N15829
14965,Salmonella enterica,VA-WGS-00550
14966,Salmonella enterica,VA-WGS-00605
14967,Salmonella enterica,VA-WGS-00606
14968,Salmonella enterica,VA-WGS-00515
14969,Salmonella enterica,VA-WGS-00557
14970,Salmonella enterica,VA-WGS-00526
14971,Salmonella enterica,NY-N15
14972,Salmonella enterica,NY-N19
14973,Salmonella enterica,NY-N24
14974,Salmonella enterica,VA-WGS-00483
14975,Salmonella enterica,NY-N19958
14976,Salmonella enterica,CVM N42239
14977,Salmonella enterica,NY-N19961
14978,Salmonella enterica,NY-N19964
14979,Salmonella enterica,NY-N19966
14980,Salmonella enterica,NY-N19968
14981,Salmonella enterica,NY-N19970
14982,Salmonella enterica,CVM-N23834
14983,Salmonella enterica,CVM-N23837
14984,Salmonella enterica,NY-N19975
14985,Salmonella enterica,NY-N19985
14986,Salmonella enterica,NY-N19988
14987,Salmonella enterica,WAPHL-SAL-A01019
14988,Salmonella enterica,WAPHL-SAL-A01020
14989,Salmonella enterica,WAPHL-SAL-A01031
14990,Salmonella enterica,WAPHL-SAL-A01047
14991,Salmonella enterica,WAPHL-SAL-A01054
14992,Salmonella enterica,NY-N20018
14993,Salmonella enterica,NY-N20019
14994,Salmonella enterica,NY-N20020
14995,Salmonella enterica,NY-N20000
14996,Salmonella enterica,NY-N20011
14997,Salmonella enterica,NY-N20012
14998,Salmonella enterica,CVM-N23823
14999,Salmonella enterica,WAPHL-SAL-A01064
15000,Salmonella enterica,NY-N20031
15001,Salmonella enterica,NY-N20021
15002,Salmonella enterica,CVM-N23824
15003,Salmonella enterica,CVM-N25384
15004,Salmonella enterica,CVM-N23703
15005,Salmonella enterica,CVM-N23601
15006,Salmonella enterica,FSIS1605672
15007,Salmonella enterica,CVM-N23626
15008,Salmonella enterica,CVM-N26096
15009,Salmonella enterica,CVM-N26461
15010,Salmonella enterica,WAPHL-SAL-A01021
15011,Salmonella enterica,CVM-N18565
15012,Salmonella enterica,CVM-N18558
15013,Salmonella enterica,CVM-N26621
15014,Salmonella enterica,NY-N20120
15015,Salmonella enterica,CVM-N26651
15016,Salmonella enterica,CVM-N19728
15017,Salmonella enterica,CVM-N19737
15018,Salmonella enterica,CVM-N19744
15019,Salmonella enterica,AZ-TG74372
15020,Salmonella enterica,CVM-N26655
15021,Salmonella enterica,FSIS1605911
15022,Salmonella enterica,CVM-N23584
15023,Salmonella enterica,CVM-N26926
15024,Salmonella enterica,CVM N55854
15025,Salmonella enterica,CVM N55855
15026,Salmonella enterica,CVM N56560
15027,Salmonella enterica,CVM N58003
15028,Salmonella enterica,CVM N57443F
15029,Salmonella enterica,CVM N57743F
15030,Salmonella enterica,CVM-N23586
15031,Salmonella enterica,CVM-N23585
15032,Salmonella enterica,CVM-N26933
15033,Salmonella enterica,CVM-N19787
15034,Salmonella enterica,CVM-N27358
15035,Salmonella enterica,FSIS1606259
15036,Salmonella enterica,CVM-N19846
15037,Salmonella enterica,CVM-N19848
15038,Salmonella enterica,CVM-N19857
15039,Salmonella enterica,CVM-N19860
15040,Salmonella enterica,CVM-N28598
15041,Salmonella enterica,WAPHL_SAL-A00745
15042,Salmonella enterica,WAPHL_SAL-A00771
15043,Salmonella enterica,WAPHL_SAL-A00770
15044,Salmonella enterica,CVM N39847
15045,Salmonella enterica,CVM N39850
15046,Salmonella enterica,CVM N39857
15047,Salmonella enterica,CVM N38889
15048,Salmonella enterica,CVM N38890
15049,Salmonella enterica,CVM N41731
15050,Salmonella enterica,CVM N41736
15051,Salmonella enterica,CVM N41755
15052,Salmonella enterica,CVM N40364
15053,Salmonella enterica,CVM N40392
15054,Salmonella enterica,CVM N40921
15055,Salmonella enterica,CVM N42230
15056,Salmonella enterica,CVM N42231
15057,Salmonella enterica,CVM N42241
15058,Salmonella enterica,CVM N29300
15059,Salmonella enterica,CVM N29303
15060,Salmonella enterica,CVM N29329
15061,Salmonella enterica,CVM N29356
15062,Salmonella enterica,CVM N29365
15063,Salmonella enterica,CVM N29375
15064,Salmonella enterica,CVM N37899
15065,Salmonella enterica,CVM N31830
15066,Salmonella enterica,2014AM-0108
15067,Salmonella enterica,2014AM-0897
15068,Salmonella enterica,2014AM-2270
15069,Salmonella enterica,2014AM-0016
15070,Salmonella enterica,2014AM-0500
15071,Salmonella enterica,2014AM-1075
15072,Salmonella enterica,2014AM-0096
15073,Salmonella enterica,2014AM-1447
15074,Salmonella enterica,2014AM-0990
15075,Salmonella enterica,2014AM-2961
15076,Salmonella enterica,2014AM-1052
15077,Salmonella enterica,2014AM-0309
15078,Salmonella enterica,CVM N31386
15079,Salmonella enterica,CVM N37914
15080,Salmonella enterica,CVM N41751
15081,Salmonella enterica,CVM N42242
15082,Salmonella enterica,CVM N16S173
15083,Salmonella enterica,CVM N16S093
15084,Salmonella enterica,CVM N16S095
15085,Salmonella enterica,CVM N16S351
15086,Salmonella enterica,CVM N16S288
15087,Salmonella enterica,CVM N16S386
15088,Salmonella enterica,CVM N16S072
15089,Salmonella enterica,CVM N16S075
15090,Salmonella enterica,CVM N16S076
15091,Salmonella enterica,CVM N16S077
15092,Salmonella enterica,CVM N16S053
15093,Salmonella enterica,CVM N17S1002
15094,Salmonella enterica,CVM N17S226
15095,Salmonella enterica,CVM N17S1438
15096,Salmonella enterica,CVM N17S726
15097,Salmonella enterica,CVM N17S477
15098,Salmonella enterica,CVM N17S1584
15099,Salmonella enterica,CVM N17S1261
15100,Salmonella enterica,CVM N17S1155
15101,Salmonella enterica,CVM N17S242
15102,Salmonella enterica,CVM N18S1048
15103,Salmonella enterica,CVM N18S1130
15104,Salmonella enterica,CVM N18S1661
15105,Salmonella enterica,CVM N18S1520
15106,Salmonella enterica,CVM N18S1435
15107,Salmonella enterica,CVM N19S0028
15108,Salmonella enterica,CVM N19S0274
15109,Salmonella enterica,CVM N19S0178
15110,Salmonella enterica,CVM N19S0172
15111,Salmonella enterica,AR-0404
15112,Salmonella enterica,CVM N19S0803
15113,Salmonella enterica,CVM N19S0716
15114,Salmonella enterica,19SD11CB29-S1
15115,Salmonella enterica,19CO12CB23-S1
15116,Salmonella enterica,CVM N16S074
15117,Salmonella enterica,WAPHL-SAL-A00246
15118,Salmonella enterica,WAPHL-SAL-A00245
15119,Salmonella enterica,WAPHL-SAL-A00247
15120,Salmonella enterica,WAPHL-SAL-A00254
15121,Salmonella enterica,WAPHL-SAL-A00255
15122,Salmonella enterica,WAPHL-SAL-A00256
15123,Salmonella enterica,WAPHL-SAL-A00285
15124,Salmonella enterica,WAPHL-SAL-A00289
15125,Salmonella enterica,WAPHL-SAL-A00290
15126,Salmonella enterica,WAPHL-SAL-A00291
15127,Salmonella enterica,WAPHL-SAL-A00292
15128,Salmonella enterica,WAPHL-SAL-A00296
15129,Salmonella enterica,WAPHL-SAL-A00310
15130,Salmonella enterica,WAPHL-SAL-A00312
15131,Salmonella enterica,WAPHL-SAL-A00380
15132,Salmonella enterica,WAPHL-SAL-A00381
15133,Salmonella enterica,WAPHL-SAL-A00338
15134,Salmonella enterica,FL-NRM043
15135,Salmonella enterica,FL-NRM044
15136,Salmonella enterica,WAPHL-SAL-A00354
15137,Salmonella enterica,WAPHL-SAL-A00358
15138,Salmonella enterica,FL-NRM077
15139,Salmonella enterica,FL-NRM086
15140,Salmonella enterica,NY-20054
15141,Salmonella enterica,WAPHL_SAL-A00470
15142,Salmonella enterica,NY-29192
15143,Salmonella enterica,AZ-TG74208
15144,Salmonella enterica,AZ-TG74344
15145,Salmonella enterica,AZ-TG74376
15146,Salmonella enterica,WAPHL_SAL-A00471
15147,Salmonella enterica,WAPHL_SAL-A00472
15148,Salmonella enterica,WAPHL_SAL-A00475
15149,Salmonella enterica,WAPHL_SAL-A00481
15150,Salmonella enterica,WAPHL_SAL-A00485
15151,Salmonella enterica,AZ-TG74696
15152,Salmonella enterica,WAPHL_SAL-A00416
15153,Salmonella enterica,WAPHL_SAL-A00425
15154,Salmonella enterica,WAPHL_SAL-A00488
15155,Salmonella enterica,WAPHL_SAL-A00489
15156,Salmonella enterica,WAPHL_SAL-A00492
15157,Salmonella enterica,WAPHL_SAL-A00493
15158,Salmonella enterica,WAPHL_SAL-A00511
15159,Salmonella enterica,WAPHL_SAL-A00512
15160,Salmonella enterica,AZ-TG74788
15161,Salmonella enterica,AZ-TG74660
15162,Salmonella enterica,AZ-TG74532
15163,Salmonella enterica,AZ-TG74980
15164,Salmonella enterica,AZ-TG74976
15165,Salmonella enterica,AZ-TG74616
15166,Salmonella enterica,AZ-TG74732
15167,Salmonella enterica,AZ-TG74736
15168,Salmonella enterica,AZ-TG74848
15169,Salmonella enterica,AZ-TG74548
15170,Salmonella enterica,NY-29989
15171,Salmonella enterica,NY-30276
15172,Salmonella enterica,NY-29990
15173,Salmonella enterica,NY-30277
15174,Salmonella enterica,NY-30489
15175,Salmonella enterica,NY-30490
15176,Salmonella enterica,AZ-TG74248
15177,Salmonella enterica,AZ-TG74276
15178,Salmonella enterica,AZ-TG74348
15179,Salmonella enterica,AZ-TG74564
15180,Salmonella enterica,AZ-TG74576
15181,Salmonella enterica,NY-32509
15182,Salmonella enterica,NY-32510
15183,Salmonella enterica,NY-32506
15184,Salmonella enterica,NY-32505
15185,Salmonella enterica,NY-33046
15186,Salmonella enterica,WAPHL_SAL-A00691
15187,Salmonella enterica,WAPHL_SAL-A00687
15188,Salmonella enterica,WAPHL_SAL-A00685
15189,Salmonella enterica,NY-32515
15190,Salmonella enterica,NY-N11242
15191,Salmonella enterica,NY-N11235
15192,Salmonella enterica,WAPHL_SAL-A00708
15193,Salmonella enterica,NY-N13114
15194,Salmonella enterica,NY-N13113
15195,Salmonella enterica,NY-N13121
15196,Salmonella enterica,FL-NRM182
15197,Salmonella enterica,NY-N13146
15198,Salmonella enterica,NY-N13145
15199,Salmonella enterica,WAPHL_SAL-A00749
15200,Salmonella enterica,WAPHL_SAL-A00759
15201,Salmonella enterica,WAPHL_SAL-A00743
15202,Salmonella enterica,NY-N13151
15203,Salmonella enterica,WAPHL_SAL-A00781
15204,Salmonella enterica,FL-NRM131
15205,Salmonella enterica,FL-NRM133
15206,Salmonella enterica,FL-NRM136
15207,Salmonella enterica,FL-NRM157
15208,Salmonella enterica,FL-NRM162
15209,Salmonella enterica,FL-NRM177
15210,Salmonella enterica,FL-NRM170
15211,Salmonella enterica,FL-NRM176
15212,Salmonella enterica,FL-NRM183
15213,Salmonella enterica,FL-NRM230
15214,Salmonella enterica,FL-NRM240
15215,Salmonella enterica,FL-NRM241
15216,Salmonella enterica,FL-NRM243
15217,Salmonella enterica,FL-NRM253
15218,Salmonella enterica,FL-NRM247
15219,Salmonella enterica,FL-NRM295
15220,Salmonella enterica,FL-NRM298
15221,Salmonella enterica,NY-N14322
15222,Salmonella enterica,NY-N14323
15223,Salmonella enterica,NY-N14327
15224,Salmonella enterica,NY-N14328
15225,Salmonella enterica,NY-N14326
15226,Salmonella enterica,NY-N14329
15227,Salmonella enterica,WAPHL_SAL-A00816
15228,Salmonella enterica,NY-N14645
15229,Salmonella enterica,NY-N14643
15230,Salmonella enterica,NY-N14644
15231,Salmonella enterica,NY-N14651
15232,Salmonella enterica,NY-N14649
15233,Salmonella enterica,NY-N14670
15234,Salmonella enterica,NY-N14653
15235,Salmonella enterica,WAPHL_SAL-A00834
15236,Salmonella enterica,CVM-N14787
15237,Salmonella enterica,CVM-N14752
15238,Salmonella enterica,CVM-N14795
15239,Salmonella enterica,CVM-N14751
15240,Salmonella enterica,CVM N43453
15241,Salmonella enterica,CVM N43480
15242,Salmonella enterica,CVM N43481
15243,Salmonella enterica,CVM N44695
15244,Salmonella enterica,CVM N44707
15245,Salmonella enterica,CVM N45392
15246,Salmonella enterica,CVM N45401
15247,Salmonella enterica,CVM N45930
15248,Salmonella enterica,CVM N45954
15249,Salmonella enterica,CVM N46812
15250,Salmonella enterica,CVM N46853
15251,Salmonella enterica,CVM N48578
15252,Salmonella enterica,CVM N48699
15253,Salmonella enterica,CVM N51244
15254,Salmonella enterica,CVM N51281
15255,Salmonella enterica,CVM N51292
15256,Salmonella enterica,CVM N51984
15257,Salmonella enterica,CVM-N15229
15258,Salmonella enterica,CVM-N15227
15259,Salmonella enterica,CVM-N15226
15260,Salmonella enterica,CVM N45393
15261,Salmonella enterica,CVM N51243
15262,Salmonella enterica,CVM N51271
15263,Salmonella enterica,CVM-N15739
15264,Salmonella enterica,CVM-N15743
15265,Salmonella enterica,CVM-N15756
15266,Salmonella enterica,CVM-N15796
15267,Salmonella enterica,CVM-N15797
15268,Salmonella enterica,CVM-N15247
15269,Salmonella enterica,CVM-N15248
15270,Salmonella enterica,NY-33044
15271,Salmonella enterica,NY-33048
15272,Salmonella enterica,VA-WGS-00624
15273,Salmonella enterica,CVM N52029
15274,Salmonella enterica,CVM N53010
15275,Salmonella enterica,CVM N53024
15276,Salmonella enterica,CVM N53034
15277,Salmonella enterica,VA-WGS-00577
15278,Salmonella enterica,CVM-N15835
15279,Salmonella enterica,CVM-N16405
15280,Salmonella enterica,CVM-N16443
15281,Salmonella enterica,CVM-N18339
15282,Salmonella enterica,CVM-N16418
15283,Salmonella enterica,CVM-N16423
15284,Salmonella enterica,VA-WGS-00547
15285,Salmonella enterica,VA-WGS-00519
15286,Salmonella enterica,VA-WGS-00517
15287,Salmonella enterica,VA-WGS-00518
15288,Salmonella enterica,NY-N9
15289,Salmonella enterica,VA-WGS-00530
15290,Salmonella enterica,VA-WGS-00531
15291,Salmonella enterica,VA-WGS-00535
15292,Salmonella enterica,VA-WGS-00537
15293,Salmonella enterica,VA-WGS-00505
15294,Salmonella enterica,VA-WGS-00508
15295,Salmonella enterica,VA-WGS-00510
15296,Salmonella enterica,VA-WGS-00511
15297,Salmonella enterica,NY-N130
15298,Salmonella enterica,VA-WGS-00496
15299,Salmonella enterica,VA-WGS-00498
15300,Salmonella enterica,VA-WGS-00499
15301,Salmonella enterica,VA-WGS-00500
15302,Salmonella enterica,VA-WGS-00501
15303,Salmonella enterica,VA-WGS-00502
15304,Salmonella enterica,VA-WGS-00576
15305,Salmonella enterica,VA-WGS-00631
15306,Salmonella enterica,VA-WGS-00459
15307,Salmonella enterica,CVM-N23782
15308,Salmonella enterica,CVM-N23751
